window_id;n_likes;n_comments;window_name;window_card_image;window_badge_color;window_description;window_average_price;window_last_visit;window_high_light_1;window_high_light_2;window_high_light_3;image_list;carousel_interval;window_category;window_product_type;window_comments
256;175;5;teste_256;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_256;1645;267;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-121,5;aandekjh746|dbekhdb882
257;175;5;teste_257;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_257;1652;268;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-122;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
258;176;5;teste_258;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_258;1658;269;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-122,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
259;176;5;teste_259;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_259;1665;270;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-123;dddd|aaa|kkk
260;177;5;teste_260;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_260;1671;271;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-123,5;aaaaa|bbbbb|ccccc
261;177;5;teste_261;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_261;1678;272;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-124;dddd|aaa|kkk
262;178;5;teste_262;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_262;1684;273;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-124,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
263;178;5;teste_263;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_263;1690;274;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-125;aandekjh746|dbekhdb883
264;179;5;teste_264;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_264;1697;275;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-125,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
265;179;5;teste_265;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_265;1703;276;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-126;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
266;180;5;teste_266;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_266;1710;277;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-126,5;dddd|aaa|kkk
267;180;5;teste_267;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_267;1716;278;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-127;aaaaa|bbbbb|ccccc
268;181;5;teste_268;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_268;1723;279;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-127,5;dddd|aaa|kkk
269;181;5;teste_269;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_269;1729;280;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-128;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
270;182;5;teste_270;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_270;1735;281;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-128,5;aandekjh746|dbekhdb884
271;182;5;teste_271;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_271;1742;282;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-129;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
272;183;5;teste_272;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_272;1748;283;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-129,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
273;183;5;teste_273;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_273;1755;284;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-130;dddd|aaa|kkk
274;184;5;teste_274;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_274;1761;285;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-130,5;aaaaa|bbbbb|ccccc
275;184;5;teste_275;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_275;1768;286;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-131;dddd|aaa|kkk
276;184;5;teste_276;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_276;1774;287;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-131,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
277;185;5;teste_277;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_277;1780;288;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-132;aandekjh746|dbekhdb885
278;185;5;teste_278;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_278;1787;289;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-132,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
279;186;5;teste_279;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_279;1793;290;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-133;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
280;186;5;teste_280;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_280;1800;291;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-133,5;dddd|aaa|kkk
281;187;5;teste_281;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_281;1806;292;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-134;aaaaa|bbbbb|ccccc
282;187;5;teste_282;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_282;1813;293;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-134,5;dddd|aaa|kkk
283;188;5;teste_283;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_283;1819;294;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-135;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
284;188;5;teste_284;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_284;1825;295;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-135,5;aandekjh746|dbekhdb886
285;189;5;teste_285;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_285;1832;296;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-136;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
286;189;5;teste_286;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_286;1838;297;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-136,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
287;190;5;teste_287;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_287;1845;298;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-137;dddd|aaa|kkk
288;190;5;teste_288;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_288;1851;299;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-137,5;aaaaa|bbbbb|ccccc
289;191;5;teste_289;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_289;1858;300;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-138;dddd|aaa|kkk
290;191;5;teste_290;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_290;1864;301;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-138,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
291;192;5;teste_291;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_291;1870;302;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-139;aandekjh746|dbekhdb887
292;192;5;teste_292;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_292;1877;303;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-139,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
293;193;5;teste_293;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_293;1883;304;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-140;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
294;193;5;teste_294;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_294;1890;305;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-140,5;dddd|aaa|kkk
295;194;5;teste_295;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_295;1896;306;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-141;aaaaa|bbbbb|ccccc
296;194;5;teste_296;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_296;1903;307;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-141,5;dddd|aaa|kkk
297;195;5;teste_297;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_297;1909;308;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-142;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
298;195;5;teste_298;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_298;1915;309;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-142,5;aandekjh746|dbekhdb888
299;196;5;teste_299;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_299;1922;310;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-143;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
300;196;5;teste_300;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_300;1928;311;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-143,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
301;197;5;teste_301;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_301;1935;312;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-144;dddd|aaa|kkk
302;197;5;teste_302;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_302;1941;313;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-144,5;aaaaa|bbbbb|ccccc
303;198;5;teste_303;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_303;1948;314;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-145;dddd|aaa|kkk
304;198;5;teste_304;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_304;1954;315;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-145,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
305;199;5;teste_305;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_305;1960;316;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-146;aandekjh746|dbekhdb889
306;199;5;teste_306;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_306;1967;317;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-146,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
307;200;5;teste_307;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_307;1973;318;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-147;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
308;200;5;teste_308;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_308;1980;319;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-147,5;dddd|aaa|kkk
309;201;5;teste_309;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_309;1986;320;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-148;aaaaa|bbbbb|ccccc
310;201;5;teste_310;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_310;1993;321;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-148,5;dddd|aaa|kkk
311;202;5;teste_311;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_311;1999;322;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-149;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
312;202;5;teste_312;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_312;2005;323;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-149,5;aandekjh746|dbekhdb890
313;203;5;teste_313;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_313;2012;324;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-150;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
314;203;5;teste_314;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_314;2018;325;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-150,5;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
315;204;5;teste_315;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_315;2025;326;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-151;dddd|aaa|kkk
316;204;5;teste_316;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_316;2031;327;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-151,5;aaaaa|bbbbb|ccccc
317;205;5;teste_317;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_317;2038;328;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-152;dddd|aaa|kkk
318;205;5;teste_318;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_318;2044;329;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-152,5;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
319;206;5;teste_319;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_319;2050;330;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-153;aandekjh746|dbekhdb891
320;206;5;teste_320;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_320;2057;331;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-153,5;"jhvbehj  bdwhb    kjhwd;| kjhd  kjndj  37298s jn{{}"
321;207;5;teste_321;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_321;2063;332;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-154;dnwj*jndwjn* * | lkdnwln  kwjdnkwj  ,,..kin s-nsjs |
322;207;5;teste_322;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_322;2070;333;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;d;-154,5;dddd|aaa|kkk
323;208;5;teste_323;https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg;black;teste_323;2076;334;Entrega em até 5 dias úteis!;Promoção especial para dia das mães!;Produtos 100% veganos!;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;a;-155;aaaaa|bbbbb|ccccc
324;208;5;teste_324;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_324;2083;335;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;b;-155,5;dddd|aaa|kkk
325;209;5;teste_325;https://http2.mlstatic.com/D_664890-MLA49013861872_022022-P.jpg;black;teste_325;2089;336;teste_h1;teste_h2;teste_h3;[https://images-americanas.b2w.io/produtos/01/00/img/1614132/3/1614132374_2SZ.jpg, https://m.media-amazon.com/images/I/41+TZDoblPL._AC_SY1000_.jpg];150;c;-156;"a,jdhdlj;[ndkn876|kjhdwkjhd|"
